name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Tomasina Court,74,8938814,40,66,1,38.81,,,,residential,6,"LINESTRING (-121.9395802 37.2706460, -121.9400179 37.2706460)",auto,1,0,,
Tomasina Court,75,8938814,66,40,1,38.81,,,,residential,6,"LINESTRING (-121.9400179 37.2706460, -121.9395802 37.2706460)",auto,1,0,,
Gilman Avenue,76,8939376,67,68,1,158.23,,,,residential,6,"LINESTRING (-121.9403505 37.2860000, -121.9404009 37.2859349, -121.9405293 37.2857709, -121.9408737 37.2853318, -121.9409898 37.2851772, -121.9412445 37.2848381, -121.9413048 37.2847986)",auto,1,0,,
Gilman Avenue,77,8939376,68,67,1,158.23,,,,residential,6,"LINESTRING (-121.9413048 37.2847986, -121.9412445 37.2848381, -121.9409898 37.2851772, -121.9408737 37.2853318, -121.9405293 37.2857709, -121.9404009 37.2859349, -121.9403505 37.2860000)",auto,1,0,,
Budd Avenue,78,8939546,69,70,1,207.71,,40,,tertiary,5,"LINESTRING (-121.9565000 37.2804084, -121.9564345 37.2804713, -121.9562451 37.2805793, -121.9559596 37.2806537, -121.9558027 37.2806721, -121.9549901 37.2806770, -121.9543550 37.2806895, -121.9542538 37.2806882)",auto,1,0,,
Budd Avenue,79,8939546,70,69,1,207.71,,40,,tertiary,5,"LINESTRING (-121.9542538 37.2806882, -121.9543550 37.2806895, -121.9549901 37.2806770, -121.9558027 37.2806721, -121.9559596 37.2806537, -121.9562451 37.2805793, -121.9564345 37.2804713, -121.9565000 37.2804084)",auto,1,0,,
Normandy Drive,80,8943260,71,72,1,257.7,,,,residential,6,"LINESTRING (-121.9422828 37.2725228, -121.9422824 37.2724514, -121.9422782 37.2716456, -121.9422603 37.2702000)",auto,1,0,,
Normandy Drive,81,8943260,72,71,1,257.7,,,,residential,6,"LINESTRING (-121.9422603 37.2702000, -121.9422782 37.2716456, -121.9422824 37.2724514, -121.9422828 37.2725228)",auto,1,0,,
Dillon Avenue,82,8944960,73,74,1,112.08,,,,residential,6,"LINESTRING (-121.9414766 37.2860000, -121.9415295 37.2859308, -121.9416707 37.2857449, -121.9417598 37.2856290, -121.9417702 37.2856143, -121.9418589 37.2854991, -121.9419449 37.2853847, -121.9420790 37.2852084, -121.9421348 37.2851374)",auto,1,0,,
Dillon Avenue,83,8944960,74,73,1,112.08,,,,residential,6,"LINESTRING (-121.9421348 37.2851374, -121.9420790 37.2852084, -121.9419449 37.2853847, -121.9418589 37.2854991, -121.9417702 37.2856143, -121.9417598 37.2856290, -121.9416707 37.2857449, -121.9415295 37.2859308, -121.9414766 37.2860000)",auto,1,0,,
