name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
South Almaden Boulevard,723,1036305432,214,360,1,27.44,3,,,secondary,4,"LINESTRING (-121.8942365 37.3332649, -121.8944019 37.3334740)",auto,0,0,,
Delmas Avenue,724,1047857457,210,401,1,135.43,2,,,primary,3,"LINESTRING (-121.8966046 37.3287743, -121.8965182 37.3286850, -121.8958405 37.3277183)",auto,0,0,,
South 4th Street,725,1057084891,62,264,1,27.67,2,40,,tertiary,5,"LINESTRING (-121.8841277 37.3332693, -121.8840247 37.3331288, -121.8840159 37.3331161, -121.8839698 37.3330541)",auto,0,0,,
East San Salvador Street,726,1058060840,87,503,1,16.19,1,32,,tertiary,5,"LINESTRING (-121.8849534 37.3305420, -121.8848653 37.3305845, -121.8848176 37.3306072, -121.8847967 37.3306171)",auto,1,0,,
East San Salvador Street,727,1058060840,503,87,1,16.19,1,32,,tertiary,5,"LINESTRING (-121.8847967 37.3306171, -121.8848176 37.3306072, -121.8848653 37.3305845, -121.8849534 37.3305420)",auto,1,0,,
East San Salvador Street,728,1058060840,503,504,1,72.73,1,32,,tertiary,5,"LINESTRING (-121.8847967 37.3306171, -121.8840910 37.3309521)",auto,1,0,,
East San Salvador Street,729,1058060840,504,503,1,72.73,1,32,,tertiary,5,"LINESTRING (-121.8840910 37.3309521, -121.8847967 37.3306171)",auto,1,0,,
East San Salvador Street,730,1058060840,504,488,1,16.78,1,32,,tertiary,5,"LINESTRING (-121.8840910 37.3309521, -121.8840710 37.3309616, -121.8840079 37.3309916, -121.8839277 37.3310288)",auto,1,0,,
East San Salvador Street,731,1058060840,488,504,1,16.78,1,32,,tertiary,5,"LINESTRING (-121.8839277 37.3310288, -121.8840079 37.3309916, -121.8840710 37.3309616, -121.8840910 37.3309521)",auto,1,0,,
South 3rd Street,732,1058060841,300,505,1,166.44,2,48,,tertiary,5,"LINESTRING (-121.8828400 37.3295712, -121.8828959 37.3296430, -121.8830607 37.3298659, -121.8838008 37.3308604)",auto,0,0,,
South 3rd Street,733,1058060842,266,437,1,38.9,2,48,,tertiary,5,"LINESTRING (-121.8850540 37.3325466, -121.8851041 37.3326097, -121.8852836 37.3328455)",auto,0,0,,
East San Carlos Street,734,1058060843,319,459,1,69.69,2,40,,tertiary,5,"LINESTRING (-121.8849900 37.3324537, -121.8849063 37.3324949, -121.8848633 37.3325131, -121.8843037 37.3327606)",auto,0,0,,
East San Carlos Street,735,1058060844,266,356,1,104.61,2,40,,tertiary,5,"LINESTRING (-121.8850540 37.3325466, -121.8851502 37.3325049, -121.8859937 37.3321060, -121.8860729 37.3320701)",auto,0,0,,
South 3rd Street,736,1058060845,319,266,1,11.76,2,48,,tertiary,5,"LINESTRING (-121.8849900 37.3324537, -121.8850540 37.3325466)",auto,0,0,,
South 3rd Street,737,1059424024,505,506,1,7.35,2,48,,tertiary,5,"LINESTRING (-121.8838008 37.3308604, -121.8838433 37.3309173)",auto,0,0,,
South 3rd Street,738,1059424024,506,488,1,14.45,2,48,,tertiary,5,"LINESTRING (-121.8838433 37.3309173, -121.8838704 37.3309537, -121.8839277 37.3310288)",auto,0,0,,
South 3rd Street,739,1059424025,491,507,1,7.92,2,,,tertiary,5,"LINESTRING (-121.8827338 37.3294282, -121.8827794 37.3294896)",auto,0,0,,
South 3rd Street,740,1059424025,507,300,1,10.52,2,,,tertiary,5,"LINESTRING (-121.8827794 37.3294896, -121.8827981 37.3295148, -121.8828400 37.3295712)",auto,0,0,,
South Almaden Boulevard,741,1066886497,321,89,1,17.74,,48,,secondary,4,"LINESTRING (-121.8915001 37.3294837, -121.8914640 37.3294356, -121.8914402 37.3294040, -121.8913970 37.3293466)",auto,0,0,,
South Market Street,742,1067034943,447,448,1,18.58,2,,,primary,3,"LINESTRING (-121.8865836 37.3293628, -121.8864360 37.3292438)",auto,1,0,,
South Market Street,743,1067034943,448,447,1,18.58,3,,,primary,3,"LINESTRING (-121.8864360 37.3292438, -121.8865836 37.3293628)",auto,1,0,,
East San Salvador Street,744,1067034944,488,508,1,83.23,1,32,,tertiary,5,"LINESTRING (-121.8839277 37.3310288, -121.8838467 37.3310673, -121.8838217 37.3310796, -121.8835231 37.3312191, -121.8833661 37.3312936, -121.8831173 37.3314084)",auto,1,0,,
East San Salvador Street,745,1067034944,508,488,1,83.23,1,32,,tertiary,5,"LINESTRING (-121.8831173 37.3314084, -121.8833661 37.3312936, -121.8835231 37.3312191, -121.8838217 37.3310796, -121.8838467 37.3310673, -121.8839277 37.3310288)",auto,1,0,,
East San Salvador Street,746,1067034945,508,509,1,10.52,1,32,,tertiary,5,"LINESTRING (-121.8831173 37.3314084, -121.8830144 37.3314558)",auto,1,0,,
East San Salvador Street,747,1067034945,509,508,1,10.52,1,32,,tertiary,5,"LINESTRING (-121.8830144 37.3314558, -121.8831173 37.3314084)",auto,1,0,,
East San Salvador Street,748,1067034945,509,405,1,17.54,1,32,,tertiary,5,"LINESTRING (-121.8830144 37.3314558, -121.8829748 37.3314731, -121.8828940 37.3315063, -121.8828384 37.3315282)",auto,1,0,,
East San Salvador Street,749,1067034945,405,509,1,17.54,1,32,,tertiary,5,"LINESTRING (-121.8828384 37.3315282, -121.8828940 37.3315063, -121.8829748 37.3314731, -121.8830144 37.3314558)",auto,1,0,,
South 4th Street,750,1067034947,404,510,1,42.32,3,40,,tertiary,5,"LINESTRING (-121.8836674 37.3326086, -121.8834249 37.3322799)",auto,0,0,,
South 4th Street,751,1067034948,510,442,1,15.51,2,40,,tertiary,5,"LINESTRING (-121.8834249 37.3322799, -121.8833340 37.3321604)",auto,0,0,,
East San Salvador Street,752,1067034949,511,512,1,51.54,1,32,,tertiary,5,"LINESTRING (-121.8857246 37.3301737, -121.8852241 37.3304106)",auto,1,0,,
East San Salvador Street,753,1067034949,512,511,1,51.54,1,32,,tertiary,5,"LINESTRING (-121.8852241 37.3304106, -121.8857246 37.3301737)",auto,1,0,,
East San Salvador Street,754,1067034950,512,513,1,13.81,2,32,,tertiary,5,"LINESTRING (-121.8852241 37.3304106, -121.8850909 37.3304753)",auto,1,0,,
East San Salvador Street,755,1067034950,513,512,1,13.81,1,32,,tertiary,5,"LINESTRING (-121.8850909 37.3304753, -121.8852241 37.3304106)",auto,1,0,,
East San Salvador Street,756,1067034950,513,87,1,14.25,2,32,,tertiary,5,"LINESTRING (-121.8850909 37.3304753, -121.8850540 37.3304932, -121.8849534 37.3305420)",auto,1,0,,
East San Salvador Street,757,1067034950,87,513,1,14.25,1,32,,tertiary,5,"LINESTRING (-121.8849534 37.3305420, -121.8850540 37.3304932, -121.8850909 37.3304753)",auto,1,0,,
West San Salvador Street,758,1067034951,329,514,1,13.0,1,32,,tertiary,5,"LINESTRING (-121.8860050 37.3300287, -121.8860833 37.3299885, -121.8860974 37.3299821, -121.8861214 37.3299707, -121.8861291 37.3299663)",auto,1,0,,
West San Salvador Street,759,1067034951,514,329,1,13.0,2,32,,tertiary,5,"LINESTRING (-121.8861291 37.3299663, -121.8861214 37.3299707, -121.8860974 37.3299821, -121.8860833 37.3299885, -121.8860050 37.3300287)",auto,1,0,,
West San Salvador Street,760,1067034951,514,515,1,14.06,1,32,,tertiary,5,"LINESTRING (-121.8861291 37.3299663, -121.8862077 37.3299218, -121.8862613 37.3298964)",auto,1,0,,
West San Salvador Street,761,1067034951,515,514,1,14.06,2,32,,tertiary,5,"LINESTRING (-121.8862613 37.3298964, -121.8862077 37.3299218, -121.8861291 37.3299663)",auto,1,0,,
East San Salvador Street,762,1067034952,329,516,1,12.8,1,32,,tertiary,5,"LINESTRING (-121.8860050 37.3300287, -121.8859287 37.3300693, -121.8859162 37.3300776, -121.8858901 37.3300896, -121.8858848 37.3300925)",auto,1,0,,
East San Salvador Street,763,1067034952,516,329,1,12.8,2,32,,tertiary,5,"LINESTRING (-121.8858848 37.3300925, -121.8858901 37.3300896, -121.8859162 37.3300776, -121.8859287 37.3300693, -121.8860050 37.3300287)",auto,1,0,,
East San Salvador Street,764,1067034952,516,511,1,16.82,1,32,,tertiary,5,"LINESTRING (-121.8858848 37.3300925, -121.8858039 37.3301361, -121.8857246 37.3301737)",auto,1,0,,
East San Salvador Street,765,1067034952,511,516,1,16.82,2,32,,tertiary,5,"LINESTRING (-121.8857246 37.3301737, -121.8858039 37.3301361, -121.8858848 37.3300925)",auto,1,0,,
West San Salvador Street,766,1067034953,515,517,1,26.09,,32,,tertiary,5,"LINESTRING (-121.8862613 37.3298964, -121.8863600 37.3298497, -121.8865140 37.3297757)",auto,1,0,,
West San Salvador Street,767,1067034953,517,515,1,26.09,,32,,tertiary,5,"LINESTRING (-121.8865140 37.3297757, -121.8863600 37.3298497, -121.8862613 37.3298964)",auto,1,0,,
West San Salvador Street,768,1067034954,517,68,1,11.97,2,32,,tertiary,5,"LINESTRING (-121.8865140 37.3297757, -121.8866298 37.3297201)",auto,1,0,,
West San Salvador Street,769,1067034954,68,517,1,11.97,1,32,,tertiary,5,"LINESTRING (-121.8866298 37.3297201, -121.8865140 37.3297757)",auto,1,0,,
East San Salvador Street,770,1067034961,405,518,1,16.86,1,32,,tertiary,5,"LINESTRING (-121.8828384 37.3315282, -121.8827394 37.3315751, -121.8826906 37.3315976, -121.8826743 37.3316051)",auto,1,0,,
East San Salvador Street,771,1067034961,518,405,1,16.86,1,32,,tertiary,5,"LINESTRING (-121.8826743 37.3316051, -121.8826906 37.3315976, -121.8827394 37.3315751, -121.8828384 37.3315282)",auto,1,0,,
