name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Angelina Street,73,13419396,26,62,1,139.12,1,,,residential,6,"LINESTRING (-118.2558393 34.0648012, -118.2571683 34.0653936)",auto,1,0,,
Angelina Street,74,13419396,62,26,1,139.12,1,,,residential,6,"LINESTRING (-118.2571683 34.0653936, -118.2558393 34.0648012)",auto,1,0,,
North Hill Place,75,13424597,63,64,1,56.48,,,,residential,6,"LINESTRING (-118.2426437 34.0598797, -118.2425883 34.0600287, -118.2425384 34.0603797)",auto,1,0,,
North Hill Place,76,13424597,64,63,1,56.48,,,,residential,6,"LINESTRING (-118.2425384 34.0603797, -118.2425883 34.0600287, -118.2426437 34.0598797)",auto,1,0,,
South Bixel Street,77,13429859,65,66,1,118.28,,,,residential,6,"LINESTRING (-118.2567886 34.0605864, -118.2571094 34.0601027, -118.2574081 34.0596525)",auto,1,0,,
South Bixel Street,78,13429859,66,65,1,118.28,,,,residential,6,"LINESTRING (-118.2574081 34.0596525, -118.2571094 34.0601027, -118.2567886 34.0605864)",auto,1,0,,
Diamond Street,79,13435445,67,68,1,126.71,,,,residential,6,"LINESTRING (-118.2513782 34.0583748, -118.2515316 34.0584678, -118.2519180 34.0586283, -118.2524868 34.0588475, -118.2525047 34.0588556, -118.2525962 34.0588972)",auto,1,0,,
Diamond Street,80,13435445,68,67,1,126.71,,,,residential,6,"LINESTRING (-118.2525962 34.0588972, -118.2525047 34.0588556, -118.2524868 34.0588475, -118.2519180 34.0586283, -118.2515316 34.0584678, -118.2513782 34.0583748)",auto,1,0,,
Cleveland Street,81,13443627,69,70,1,201.94,1,,,residential,6,"LINESTRING (-118.2407355 34.0651471, -118.2410352 34.0645721, -118.2416063 34.0634762)",auto,1,0,,
Cleveland Street,82,13443627,70,69,1,201.94,1,,,residential,6,"LINESTRING (-118.2416063 34.0634762, -118.2410352 34.0645721, -118.2407355 34.0651471)",auto,1,0,,
Cleveland Street,83,13443627,70,71,1,79.16,1,,,residential,6,"LINESTRING (-118.2416063 34.0634762, -118.2416440 34.0633988, -118.2418250 34.0630265, -118.2419289 34.0628147)",auto,1,0,,
Cleveland Street,84,13443627,71,70,1,79.16,1,,,residential,6,"LINESTRING (-118.2419289 34.0628147, -118.2418250 34.0630265, -118.2416440 34.0633988, -118.2416063 34.0634762)",auto,1,0,,
