name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Canyon Drive,67,13392666,60,3,1,367.6,,,,residential,6,"LINESTRING (-118.3169260 34.1052719, -118.3169169 34.1040184, -118.3169100 34.1030716, -118.3169074 34.1029850, -118.3168886 34.1029206, -118.3168537 34.1028651, -118.3168054 34.1028184, -118.3167357 34.1027873, -118.3166499 34.1027629, -118.3165399 34.1027540, -118.3158130 34.1027540)",auto,1,0,,
Canyon Drive,68,13392666,3,60,1,367.6,,,,residential,6,"LINESTRING (-118.3158130 34.1027540, -118.3165399 34.1027540, -118.3166499 34.1027629, -118.3167357 34.1027873, -118.3168054 34.1028184, -118.3168537 34.1028651, -118.3168886 34.1029206, -118.3169074 34.1029850, -118.3169100 34.1030716, -118.3169169 34.1040184, -118.3169260 34.1052719)",auto,1,0,,
De Longpre Avenue,69,13396682,61,62,1,127.24,1,,,residential,6,"LINESTRING (-118.3223317 34.0962163, -118.3231355 34.0962098, -118.3233275 34.0962083, -118.3235337 34.0962066, -118.3237110 34.0962052)",auto,1,0,,
De Longpre Avenue,70,13396682,62,61,1,127.24,1,,,residential,6,"LINESTRING (-118.3237110 34.0962052, -118.3235337 34.0962066, -118.3233275 34.0962083, -118.3231355 34.0962098, -118.3223317 34.0962163)",auto,1,0,,
De Longpre Avenue,71,13396682,62,63,1,270.29,1,,,residential,6,"LINESTRING (-118.3237110 34.0962052, -118.3248356 34.0961978, -118.3254258 34.0961940, -118.3256313 34.0961926, -118.3260487 34.0961899, -118.3266411 34.0961860)",auto,1,0,,
De Longpre Avenue,72,13396682,63,62,1,270.29,1,,,residential,6,"LINESTRING (-118.3266411 34.0961860, -118.3260487 34.0961899, -118.3256313 34.0961926, -118.3254258 34.0961940, -118.3248356 34.0961978, -118.3237110 34.0962052)",auto,1,0,,
Selma Avenue,73,13398934,64,65,1,158.56,,,,residential,6,"LINESTRING (-118.3223229 34.0996680, -118.3207940 34.0996942, -118.3207162 34.0996875, -118.3206599 34.0996786, -118.3206143 34.0996542)",auto,1,0,,
Selma Avenue,74,13398934,65,64,1,158.56,,,,residential,6,"LINESTRING (-118.3206143 34.0996542, -118.3206599 34.0996786, -118.3207162 34.0996875, -118.3207940 34.0996942, -118.3223229 34.0996680)",auto,1,0,,
La Baig Avenue,75,13405304,66,67,1,99.06,,,,residential,6,"LINESTRING (-118.3205420 34.0980346, -118.3205437 34.0981528, -118.3205441 34.0981840, -118.3205553 34.0989279)",auto,1,0,,
La Baig Avenue,76,13405304,67,66,1,99.06,,,,residential,6,"LINESTRING (-118.3205553 34.0989279, -118.3205441 34.0981840, -118.3205437 34.0981528, -118.3205420 34.0980346)",auto,1,0,,
La Baig Avenue,77,13405304,67,65,1,82.09,,,,residential,6,"LINESTRING (-118.3205553 34.0989279, -118.3205687 34.0996098, -118.3206143 34.0996542)",auto,1,0,,
La Baig Avenue,78,13405304,65,67,1,82.09,,,,residential,6,"LINESTRING (-118.3206143 34.0996542, -118.3205687 34.0996098, -118.3205553 34.0989279)",auto,1,0,,
La Baig Avenue,79,13405306,68,69,1,101.32,,,,residential,6,"LINESTRING (-118.3206353 34.1039139, -118.3206054 34.1038851, -118.3205926 34.1038433, -118.3205893 34.1034907, -118.3205889 34.1034503, -118.3205847 34.1030107)",auto,0,0,,
Cosmo Street,80,13413466,70,71,1,202.99,,,,residential,6,"LINESTRING (-118.3288038 34.0997822, -118.3288112 34.1009108, -118.3288115 34.1010355, -118.3288128 34.1011790, -118.3288149 34.1014658, -118.3288151 34.1014960, -118.3288159 34.1016129)",auto,1,0,,
Cosmo Street,81,13413466,71,70,1,202.99,,,,residential,6,"LINESTRING (-118.3288159 34.1016129, -118.3288151 34.1014960, -118.3288149 34.1014658, -118.3288128 34.1011790, -118.3288115 34.1010355, -118.3288112 34.1009108, -118.3288038 34.0997822)",auto,1,0,,
Carlton Way,82,13433189,72,73,1,32.01,1,,,residential,6,"LINESTRING (-118.3133000 34.1004964, -118.3136471 34.1004939)",auto,1,0,,
Carlton Way,83,13433189,73,72,1,32.01,1,,,residential,6,"LINESTRING (-118.3136471 34.1004939, -118.3133000 34.1004964)",auto,1,0,,
Carlton Way,84,13433189,73,74,1,108.45,1,,,residential,6,"LINESTRING (-118.3136471 34.1004939, -118.3148228 34.1004829)",auto,1,0,,
Carlton Way,85,13433189,74,73,1,108.45,1,,,residential,6,"LINESTRING (-118.3148228 34.1004829, -118.3136471 34.1004939)",auto,1,0,,
Carlton Way,86,13433189,74,75,1,27.19,1,,,residential,6,"LINESTRING (-118.3148228 34.1004829, -118.3151176 34.1004836)",auto,1,0,,
Carlton Way,87,13433189,75,74,1,27.19,1,,,residential,6,"LINESTRING (-118.3151176 34.1004836, -118.3148228 34.1004829)",auto,1,0,,
Yucca Street,88,13434011,76,68,1,153.28,,,,residential,6,"LINESTRING (-118.3222845 34.1039939, -118.3217872 34.1039954, -118.3213312 34.1039968, -118.3211304 34.1039868, -118.3209143 34.1039712, -118.3207134 34.1039438, -118.3206724 34.1039339, -118.3206353 34.1039139)",auto,0,0,,
